INPUT_TABLE
Variable ID
UnlimitRsrcPrice

region,unlimited.resource,year,price
Australia_NZ,Australia-West Coast-water consumption,2100,0
Australia_NZ,Australia-West Coast-water withdrawals,2075,0.001
Australia_NZ,Australia-West Coast-water withdrawals,2065,0.001
Australia_NZ,Australia-West Coast-water withdrawals,2085,0.001
Australia_NZ,Australia-West Coast-water withdrawals,2005,0.001
Australia_NZ,Australia-West Coast-water consumption,2070,0
Australia_NZ,Australia-West Coast-water withdrawals,2020,0.001
Australia_NZ,Australia-West Coast-water withdrawals,2030,0.001
Australia_NZ,Australia-West Coast-water consumption,1975,0
Australia_NZ,Australia-West Coast-water withdrawals,2025,0.001
Australia_NZ,Australia-West Coast-water withdrawals,2090,0.001
Australia_NZ,Australia-West Coast-water withdrawals,1975,0.001
Australia_NZ,Australia-West Coast-water consumption,2060,0
Australia_NZ,Australia-West Coast-water withdrawals,2015,0.001
Australia_NZ,Australia-West Coast-water withdrawals,1990,0.001
Australia_NZ,Australia-West Coast-water withdrawals,2045,0.001
Australia_NZ,Australia-West Coast-water consumption,2055,0
Australia_NZ,Australia-West Coast-water withdrawals,2050,0.001
Australia_NZ,Australia-West Coast-water consumption,2080,0
Australia_NZ,Australia-West Coast-water withdrawals,2040,0.001
Australia_NZ,Australia-West Coast-water consumption,2035,0
Australia_NZ,Australia-West Coast-water withdrawals,2035,0.001
Australia_NZ,Australia-West Coast-water consumption,1990,0
Australia_NZ,Australia-West Coast-water consumption,2065,0
Australia_NZ,Australia-West Coast-water consumption,2075,0
Australia_NZ,Australia-West Coast-water consumption,2090,0
Australia_NZ,Australia-West Coast-water consumption,2015,0
Australia_NZ,Australia-West Coast-water withdrawals,2095,0.001
Australia_NZ,Australia-West Coast-water consumption,2085,0
Australia_NZ,Australia-West Coast-water consumption,2030,0
Australia_NZ,Australia-West Coast-water consumption,2005,0
Australia_NZ,Australia-West Coast-water withdrawals,2070,0.001
Australia_NZ,Australia-West Coast-water withdrawals,2055,0.001
Australia_NZ,Australia-West Coast-water consumption,2040,0
Australia_NZ,Australia-West Coast-water consumption,2010,0
Australia_NZ,Australia-West Coast-water consumption,2020,0
Australia_NZ,Australia-West Coast-water withdrawals,2100,0.001
Australia_NZ,Australia-West Coast-water withdrawals,2060,0.001
Australia_NZ,Australia-West Coast-water consumption,2095,0
Brazil,Sao Francisco-water withdrawals,2010,0.001
Brazil,Sao Francisco-water consumption,2070,0
Brazil,Sao Francisco-water consumption,2025,0
Brazil,Sao Francisco-water withdrawals,2080,0.001
Brazil,Sao Francisco-water consumption,2100,0
Brazil,Sao Francisco-water withdrawals,2005,0.001
Brazil,Sao Francisco-water withdrawals,2015,0.001
Brazil,Sao Francisco-water withdrawals,2030,0.001
Brazil,Sao Francisco-water consumption,1975,0
Brazil,Sao Francisco-water consumption,2045,0
Brazil,Sao Francisco-water withdrawals,2065,0.001
Brazil,Sao Francisco-water consumption,2060,0
Brazil,Sao Francisco-water consumption,2055,0
Brazil,Sao Francisco-water consumption,2005,0
Brazil,Sao Francisco-water withdrawals,2025,0.001
Brazil,Sao Francisco-water consumption,2050,0
Brazil,Sao Francisco-water consumption,2015,0
Brazil,Sao Francisco-water consumption,2085,0
Brazil,Sao Francisco-water withdrawals,2085,0.001
Brazil,Sao Francisco-water withdrawals,2045,0.001
Brazil,Sao Francisco-water withdrawals,2090,0.001
Brazil,Sao Francisco-water consumption,2095,0
Brazil,Sao Francisco-water withdrawals,2035,0.001
Brazil,Sao Francisco-water consumption,2075,0
Brazil,Sao Francisco-water consumption,2065,0
Brazil,Sao Francisco-water consumption,2035,0
Brazil,Sao Francisco-water consumption,2010,0
Brazil,Sao Francisco-water withdrawals,1975,0.001
Brazil,Sao Francisco-water withdrawals,2095,0.001
Brazil,Sao Francisco-water consumption,1990,0
Brazil,Sao Francisco-water withdrawals,2055,0.001
Brazil,Sao Francisco-water withdrawals,2040,0.001
Brazil,Sao Francisco-water consumption,2080,0
Brazil,Sao Francisco-water consumption,2090,0
Brazil,Sao Francisco-water withdrawals,2050,0.001
Brazil,Sao Francisco-water consumption,2040,0
Brazil,Sao Francisco-water withdrawals,2020,0.001
Brazil,Sao Francisco-water consumption,2030,0
Brazil,Sao Francisco-water withdrawals,2075,0.001
Brazil,Sao Francisco-water withdrawals,2100,0.001
Brazil,Sao Francisco-water withdrawals,2070,0.001
Brazil,Sao Francisco-water withdrawals,2060,0.001
Brazil,Sao Francisco-water withdrawals,1990,0.001
Brazil,Sao Francisco-water consumption,2020,0
Australia_NZ,Australia-Interior-water withdrawals,2080,0.001
Australia_NZ,Australia-Interior-water withdrawals,2010,0.001
Australia_NZ,Australia-Interior-water withdrawals,2065,0.001
Australia_NZ,Australia-Interior-water withdrawals,2030,0.001
Australia_NZ,Australia-Interior-water withdrawals,2005,0.001
Australia_NZ,Australia-Interior-water consumption,2075,0
Australia_NZ,Australia-Interior-water withdrawals,1975,0.001
Australia_NZ,Australia-Interior-water consumption,2100,0
Australia_NZ,Australia-Interior-water consumption,2055,0
Australia_NZ,Australia-Interior-water consumption,1975,0
Australia_NZ,Australia-Interior-water withdrawals,2095,0.001
Australia_NZ,Australia-Interior-water consumption,2050,0
Australia_NZ,Australia-Interior-water withdrawals,2100,0.001
Australia_NZ,Australia-Interior-water withdrawals,2090,0.001
Australia_NZ,Australia-Interior-water withdrawals,2085,0.001
Australia_NZ,Australia-Interior-water consumption,2065,0
Australia_NZ,Australia-Interior-water consumption,2060,0
Australia_NZ,Australia-Interior-water consumption,2030,0
Australia_NZ,Australia-Interior-water consumption,2045,0
Australia_NZ,Australia-Interior-water consumption,1990,0
Australia_NZ,Australia-Interior-water consumption,2070,0
Australia_NZ,Australia-Interior-water consumption,2010,0
Australia_NZ,Australia-Interior-water withdrawals,2025,0.001
Australia_NZ,Australia-Interior-water consumption,2005,0
Australia_NZ,Australia-Interior-water withdrawals,2070,0.001
Australia_NZ,Australia-Interior-water consumption,2080,0
Australia_NZ,Australia-Interior-water withdrawals,2050,0.001
Australia_NZ,Australia-Interior-water withdrawals,2015,0.001
Australia_NZ,Australia-Interior-water withdrawals,2035,0.001
Australia_NZ,Australia-Interior-water consumption,2095,0
Australia_NZ,Australia-Interior-water consumption,2090,0
Australia_NZ,Australia-Interior-water withdrawals,2060,0.001
Australia_NZ,Australia-Interior-water withdrawals,2040,0.001
Australia_NZ,Australia-Interior-water withdrawals,2020,0.001
Australia_NZ,Australia-Interior-water withdrawals,2075,0.001
Australia_NZ,Australia-Interior-water consumption,2035,0
Australia_NZ,Australia-Interior-water withdrawals,1990,0.001
Australia_NZ,Australia-Interior-water consumption,2085,0
Australia_NZ,Australia-Interior-water withdrawals,2045,0.001
Australia_NZ,Australia-Interior-water withdrawals,2055,0.001
Australia_NZ,Australia-Interior-water consumption,2025,0
Australia_NZ,Australia-Interior-water consumption,2020,0
Australia_NZ,Australia-Interior-water consumption,2015,0
Australia_NZ,Australia-Interior-water consumption,2040,0
Africa_Southern,Orange-water consumption,2075,0
Africa_Southern,Orange-water withdrawals,2085,0.001
Africa_Southern,Orange-water consumption,2055,0
Africa_Southern,Orange-water withdrawals,2020,0.001
Africa_Southern,Orange-water withdrawals,2045,0.001
Africa_Southern,Orange-water withdrawals,2095,0.001
Africa_Southern,Orange-water consumption,2045,0
Africa_Southern,Orange-water consumption,1990,0
Africa_Southern,Orange-water withdrawals,2010,0.001
Africa_Southern,Orange-water consumption,2100,0
Africa_Southern,Orange-water withdrawals,2040,0.001
Africa_Southern,Orange-water withdrawals,2035,0.001
Africa_Southern,Orange-water consumption,2095,0
Africa_Southern,Orange-water withdrawals,2065,0.001
Africa_Southern,Orange-water consumption,2060,0
Africa_Southern,Orange-water withdrawals,2090,0.001
Africa_Southern,Orange-water consumption,2080,0
Africa_Southern,Orange-water withdrawals,2070,0.001
Africa_Southern,Orange-water withdrawals,2100,0.001
Africa_Southern,Orange-water consumption,2090,0
Africa_Southern,Orange-water withdrawals,2080,0.001
Africa_Southern,Orange-water consumption,2050,0
Africa_Southern,Orange-water consumption,2030,0
Africa_Southern,Orange-water withdrawals,2060,0.001
Africa_Southern,Orange-water withdrawals,2025,0.001
Africa_Southern,Orange-water withdrawals,2075,0.001
Africa_Southern,Orange-water withdrawals,2005,0.001
Africa_Southern,Orange-water consumption,2035,0
Africa_Southern,Orange-water withdrawals,2015,0.001
Africa_Southern,Orange-water consumption,2085,0
Africa_Southern,Orange-water consumption,2010,0
Africa_Southern,Orange-water consumption,2005,0
Africa_Southern,Orange-water consumption,2015,0
Africa_Southern,Orange-water withdrawals,2050,0.001
Africa_Southern,Orange-water withdrawals,1975,0.001
Africa_Southern,Orange-water consumption,2040,0
Africa_Southern,Orange-water consumption,1975,0
Africa_Southern,Orange-water consumption,2065,0
Africa_Southern,Orange-water consumption,2020,0
Africa_Southern,Orange-water withdrawals,2055,0.001
Africa_Southern,Orange-water consumption,2025,0
Africa_Southern,Orange-water consumption,2070,0
Africa_Southern,Orange-water withdrawals,2030,0.001
Africa_Southern,Orange-water withdrawals,1990,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2020,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2085,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,1990,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2050,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2035,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2045,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2025,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2055,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2100,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2080,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2095,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,1975,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2010,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2090,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2005,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2065,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2080,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2085,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2020,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2095,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2090,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2060,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2040,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2050,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2030,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2040,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2075,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2015,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2010,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2070,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2025,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2060,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2070,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2005,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2065,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2030,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,1975,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2055,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,2075,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2035,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2045,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,1990,0.001
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2100,0
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,2015,0
Africa_Southern,Namibia-Coast-water withdrawals,2020,0.001
Africa_Southern,Namibia-Coast-water withdrawals,2035,0.001
Africa_Southern,Namibia-Coast-water consumption,2090,0
Africa_Southern,Namibia-Coast-water withdrawals,2100,0.001
Africa_Southern,Namibia-Coast-water consumption,2065,0
Africa_Southern,Namibia-Coast-water withdrawals,2070,0.001
Africa_Southern,Namibia-Coast-water withdrawals,2085,0.001
Africa_Southern,Namibia-Coast-water consumption,2085,0
Africa_Southern,Namibia-Coast-water withdrawals,2010,0.001
Africa_Southern,Namibia-Coast-water withdrawals,2090,0.001
Africa_Southern,Namibia-Coast-water consumption,2080,0
Africa_Southern,Namibia-Coast-water consumption,2005,0
Africa_Southern,Namibia-Coast-water withdrawals,1975,0.001
Africa_Southern,Namibia-Coast-water withdrawals,2060,0.001
Africa_Southern,Namibia-Coast-water consumption,2055,0
Africa_Southern,Namibia-Coast-water withdrawals,2045,0.001
Africa_Southern,Namibia-Coast-water consumption,2075,0
Africa_Southern,Namibia-Coast-water withdrawals,2025,0.001
Africa_Southern,Namibia-Coast-water withdrawals,2050,0.001
Africa_Southern,Namibia-Coast-water withdrawals,2005,0.001
Africa_Southern,Namibia-Coast-water withdrawals,2075,0.001
Africa_Southern,Namibia-Coast-water consumption,1990,0
Africa_Southern,Namibia-Coast-water consumption,2050,0
Africa_Southern,Namibia-Coast-water consumption,2020,0
Africa_Southern,Namibia-Coast-water withdrawals,2040,0.001
Africa_Southern,Namibia-Coast-water consumption,2010,0
Africa_Southern,Namibia-Coast-water consumption,2100,0
Africa_Southern,Namibia-Coast-water consumption,2060,0
Africa_Southern,Namibia-Coast-water withdrawals,1990,0.001
Africa_Southern,Namibia-Coast-water consumption,2045,0
Africa_Southern,Namibia-Coast-water consumption,2035,0
Africa_Southern,Namibia-Coast-water withdrawals,2080,0.001
Africa_Southern,Namibia-Coast-water consumption,2025,0
Africa_Southern,Namibia-Coast-water withdrawals,2055,0.001
Africa_Southern,Namibia-Coast-water consumption,2030,0
Africa_Southern,Namibia-Coast-water consumption,2095,0
Africa_Southern,Namibia-Coast-water consumption,2040,0
Africa_Southern,Namibia-Coast-water consumption,1975,0
Africa_Southern,Namibia-Coast-water consumption,2015,0
Africa_Southern,Namibia-Coast-water withdrawals,2030,0.001
Africa_Southern,Namibia-Coast-water withdrawals,2095,0.001
Africa_Southern,Namibia-Coast-water withdrawals,2065,0.001
Africa_Southern,Namibia-Coast-water withdrawals,2015,0.001
Africa_Southern,Namibia-Coast-water consumption,2070,0
Africa_Southern,Africa-South Interior-water withdrawals,2085,0.001
Africa_Southern,Africa-South Interior-water consumption,2085,0
Africa_Southern,Africa-South Interior-water withdrawals,2025,0.001
Africa_Southern,Africa-South Interior-water withdrawals,1975,0.001
Africa_Southern,Africa-South Interior-water consumption,2050,0
Africa_Southern,Africa-South Interior-water consumption,2065,0
Africa_Southern,Africa-South Interior-water consumption,2020,0
Africa_Southern,Africa-South Interior-water consumption,2025,0
Africa_Southern,Africa-South Interior-water withdrawals,2100,0.001
Africa_Southern,Africa-South Interior-water consumption,2030,0
Africa_Southern,Africa-South Interior-water consumption,2010,0
Africa_Southern,Africa-South Interior-water consumption,2015,0
Africa_Southern,Africa-South Interior-water consumption,2005,0
Africa_Southern,Africa-South Interior-water withdrawals,2070,0.001
Africa_Southern,Africa-South Interior-water withdrawals,2040,0.001
Africa_Southern,Africa-South Interior-water withdrawals,2010,0.001
Africa_Southern,Africa-South Interior-water consumption,2070,0
Africa_Southern,Africa-South Interior-water consumption,2080,0
Africa_Southern,Africa-South Interior-water consumption,2100,0
Africa_Southern,Africa-South Interior-water withdrawals,2080,0.001
Africa_Southern,Africa-South Interior-water withdrawals,2045,0.001
Africa_Southern,Africa-South Interior-water withdrawals,2075,0.001
Africa_Southern,Africa-South Interior-water consumption,2095,0
Africa_Southern,Africa-South Interior-water consumption,2090,0
Africa_Southern,Africa-South Interior-water consumption,1990,0
Africa_Southern,Africa-South Interior-water withdrawals,2090,0.001
Africa_Southern,Africa-South Interior-water withdrawals,2065,0.001
Africa_Southern,Africa-South Interior-water consumption,2075,0
Africa_Southern,Africa-South Interior-water withdrawals,2095,0.001
