INPUT_TABLE
Variable ID
UnlimitRsrc

region,unlimited.resource,output.unit,price.unit,market
South Africa,South Africa-West Coast-water consumption,km^3,1975$/m^3,South Africa-West Coast
Argentina,Salinas Grandes-water consumption,km^3,1975$/m^3,Salinas Grandes
South America_Southern,Salinas Grandes-water consumption,km^3,1975$/m^3,Salinas Grandes
Argentina,Salinas Grandes-water withdrawals,km^3,1975$/m^3,Salinas Grandes
South America_Southern,Salinas Grandes-water withdrawals,km^3,1975$/m^3,Salinas Grandes
South America_Southern,La Plata-water consumption,km^3,1975$/m^3,La Plata
South America_Southern,La Plata-water withdrawals,km^3,1975$/m^3,La Plata
Brazil,La Plata-water consumption,km^3,1975$/m^3,La Plata
Brazil,La Plata-water withdrawals,km^3,1975$/m^3,La Plata
Argentina,La Plata-water withdrawals,km^3,1975$/m^3,La Plata
Argentina,La Plata-water consumption,km^3,1975$/m^3,La Plata
Argentina,North Chile-Pacific Coast-water withdrawals,km^3,1975$/m^3,North Chile-Pacific Coast
South America_Southern,North Chile-Pacific Coast-water withdrawals,km^3,1975$/m^3,North Chile-Pacific Coast
Argentina,North Chile-Pacific Coast-water consumption,km^3,1975$/m^3,North Chile-Pacific Coast
South America_Southern,North Chile-Pacific Coast-water consumption,km^3,1975$/m^3,North Chile-Pacific Coast
Australia_NZ,Murray-Darling-water withdrawals,km^3,1975$/m^3,Murray-Darling
Australia_NZ,Murray-Darling-water consumption,km^3,1975$/m^3,Murray-Darling
Argentina,Pampas Region-water consumption,km^3,1975$/m^3,Pampas Region
Argentina,Pampas Region-water withdrawals,km^3,1975$/m^3,Pampas Region
Argentina,North Argentina-South Atlantic Coast-water consumption,km^3,1975$/m^3,North Argentina-South Atlantic Coast
Argentina,North Argentina-South Atlantic Coast-water withdrawals,km^3,1975$/m^3,North Argentina-South Atlantic Coast
Australia_NZ,Tasmania-water consumption,km^3,1975$/m^3,Tasmania
Australia_NZ,Tasmania-water withdrawals,km^3,1975$/m^3,Tasmania
South America_Southern,South America-Colorado-water withdrawals,km^3,1975$/m^3,South America-Colorado
South America_Southern,South America-Colorado-water consumption,km^3,1975$/m^3,South America-Colorado
Argentina,South America-Colorado-water consumption,km^3,1975$/m^3,South America-Colorado
Argentina,South America-Colorado-water withdrawals,km^3,1975$/m^3,South America-Colorado
South America_Southern,Negro-water withdrawals,km^3,1975$/m^3,Negro
South America_Southern,Negro-water consumption,km^3,1975$/m^3,Negro
Argentina,Negro-water withdrawals,km^3,1975$/m^3,Negro
Argentina,Negro-water consumption,km^3,1975$/m^3,Negro
Argentina,Central Patagonia Highlands-water consumption,km^3,1975$/m^3,Central Patagonia Highlands
Argentina,Central Patagonia Highlands-water withdrawals,km^3,1975$/m^3,Central Patagonia Highlands
Argentina,South Argentina-South Atlantic Coast-water withdrawals,km^3,1975$/m^3,South Argentina-South Atlantic Coast
South America_Southern,South Argentina-South Atlantic Coast-water withdrawals,km^3,1975$/m^3,South Argentina-South Atlantic Coast
Argentina,South Argentina-South Atlantic Coast-water consumption,km^3,1975$/m^3,South Argentina-South Atlantic Coast
South America_Southern,South Argentina-South Atlantic Coast-water consumption,km^3,1975$/m^3,South Argentina-South Atlantic Coast
USA,California River-water consumption,km^3,1975$/m^3,California River
USA,California River-water withdrawals,km^3,1975$/m^3,California River
Mexico,California River-water consumption,km^3,1975$/m^3,California River
Mexico,California River-water withdrawals,km^3,1975$/m^3,California River
USA,Upper Mississippi-water withdrawals,km^3,1975$/m^3,Upper Mississippi
USA,Upper Mississippi-water consumption,km^3,1975$/m^3,Upper Mississippi
USA,Lower Mississippi River-water consumption,km^3,1975$/m^3,Lower Mississippi River
USA,Lower Mississippi River-water withdrawals,km^3,1975$/m^3,Lower Mississippi River
USA,Upper Colorado River-water consumption,km^3,1975$/m^3,Upper Colorado River
USA,Upper Colorado River-water withdrawals,km^3,1975$/m^3,Upper Colorado River
USA,Lower Colorado River-water consumption,km^3,1975$/m^3,Lower Colorado River
Mexico,Lower Colorado River-water consumption,km^3,1975$/m^3,Lower Colorado River
USA,Lower Colorado River-water withdrawals,km^3,1975$/m^3,Lower Colorado River
Mexico,Lower Colorado River-water withdrawals,km^3,1975$/m^3,Lower Colorado River
USA,Great-water consumption,km^3,1975$/m^3,Great
USA,Great-water withdrawals,km^3,1975$/m^3,Great
Canada,Missouri River-water withdrawals,km^3,1975$/m^3,Missouri River
Canada,Missouri River-water consumption,km^3,1975$/m^3,Missouri River
USA,Missouri River-water withdrawals,km^3,1975$/m^3,Missouri River
USA,Missouri River-water consumption,km^3,1975$/m^3,Missouri River
USA,Arkansas White Red-water consumption,km^3,1975$/m^3,Arkansas White Red
USA,Arkansas White Red-water withdrawals,km^3,1975$/m^3,Arkansas White Red
USA,Texas Gulf Coast-water consumption,km^3,1975$/m^3,Texas Gulf Coast
USA,Texas Gulf Coast-water withdrawals,km^3,1975$/m^3,Texas Gulf Coast
USA,South Atlantic Gulf-water withdrawals,km^3,1975$/m^3,South Atlantic Gulf
USA,South Atlantic Gulf-water consumption,km^3,1975$/m^3,South Atlantic Gulf
USA,Great Lakes-water withdrawals,km^3,1975$/m^3,Great Lakes
USA,Great Lakes-water consumption,km^3,1975$/m^3,Great Lakes
Canada,Great Lakes-water withdrawals,km^3,1975$/m^3,Great Lakes
Canada,Great Lakes-water consumption,km^3,1975$/m^3,Great Lakes
USA,Ohio River-water withdrawals,km^3,1975$/m^3,Ohio River
USA,Ohio River-water consumption,km^3,1975$/m^3,Ohio River
Canada,Pacific Northwest-water withdrawals,km^3,1975$/m^3,Pacific Northwest
USA,Pacific Northwest-water consumption,km^3,1975$/m^3,Pacific Northwest
Canada,Pacific Northwest-water consumption,km^3,1975$/m^3,Pacific Northwest
USA,Pacific Northwest-water withdrawals,km^3,1975$/m^3,Pacific Northwest
USA,Tennessee River-water consumption,km^3,1975$/m^3,Tennessee River
USA,Tennessee River-water withdrawals,km^3,1975$/m^3,Tennessee River
USA,Rio Grande River-water consumption,km^3,1975$/m^3,Rio Grande River
Mexico,Rio Grande River-water withdrawals,km^3,1975$/m^3,Rio Grande River
USA,Rio Grande River-water withdrawals,km^3,1975$/m^3,Rio Grande River
Mexico,Rio Grande River-water consumption,km^3,1975$/m^3,Rio Grande River
Canada,New England-water withdrawals,km^3,1975$/m^3,New England
USA,New England-water consumption,km^3,1975$/m^3,New England
Canada,New England-water consumption,km^3,1975$/m^3,New England
USA,New England-water withdrawals,km^3,1975$/m^3,New England
USA,Mid Atlantic-water consumption,km^3,1975$/m^3,Mid Atlantic
USA,Mid Atlantic-water withdrawals,km^3,1975$/m^3,Mid Atlantic
USA,Hawaii-water withdrawals,km^3,1975$/m^3,Hawaii
USA,Hawaii-water consumption,km^3,1975$/m^3,Hawaii
India,Narmada-water withdrawals,km^3,1975$/m^3,Narmada
India,Narmada-water consumption,km^3,1975$/m^3,Narmada
